Content.Data;Content.Grupo;Content.Subgrupo;Content.Natureza;Content.FORNECEDOR;Content.Entrada (R$);Content.Saída (R$);Content.Histórico;Name;;;;;
13/06/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-5,50;TAR/CUSTAS COBRANCA;FluxoLifecon5;;;;;
13/06/2023;NORTHSIDE;RECEITA DO ATIVO;RECEITAS DE VENDA DE IMÓVEIS;LUÍS ALBERTO TESSARI;289917,15;0,00;RECEITA VENDA IMÓVEL;FluxoLifecon5;;;;;
16/06/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;7,30;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
16/06/2023;NORTHSIDE;CUSTO DO ATIVO;PROJETOS DE EDIFICAÇÕES;PALAZZO ARQUITETURA;0,00;-2100,00;ELABORACAO DE IMAGENS;FluxoAgata;;;;;
22/06/2023;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA DE INFORMÁTICA;ESTÚDIO MX;0,00;-1603,95;MENSALIDADE SISTEMA INFORMATICA;FluxoAgata;;;;;
22/06/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-4,20;TAR SISPAG TIT OUTRO BCO;FluxoAgata;;;;;
22/06/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;11,43;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
22/06/2023;NORTHSIDE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;RAYACON;0,00;-300,00;HONORÁRIOS CONTABILIDADE ;FluxoAgata;;;;;
22/06/2023;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;RAYACON;0,00;-400,00;HONORÁRIOS CONTABILIDADE ;FluxoAgata;;;;;
28/06/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;14,74;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
28/06/2023;NORTHSIDE;CUSTO DO ATIVO;PROJETOS DE EDIFICAÇÕES;JHULYE MAINARDI CARNIEL;0,00;-2800,00;PROJETO EDIFICACOES;FluxoAgata;;;;;
30/06/2023;NORTHSIDE;CUSTO DO ATIVO;REGISTRO DE IMÓVEIS;CARTÓRIO DE REGISTRO DE NOVO HAMBURGO;0,00;-400,00;TAXA DE REGISTRO ;FluxoAgata;;;;;
30/06/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;2,17;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
03/07/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-5,50;TAR/CUSTAS COBRANCA;FluxoLifecon5;;;;;
03/07/2023;NORTHSIDE;RECEITA DO ATIVO;RECEITAS DE VENDA DE IMÓVEIS;LUÍS ALBERTO TESSARI;161574,15;0,00;RECEITA VENDA IMÓVEL;FluxoLifecon5;;;;;
04/07/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-61,00;TAR MANUT CONTA    06/23;FluxoAgata;;;;;
04/07/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,50;TAR PIX PGTO TRANSF;FluxoAgata;;;;;
04/07/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,34;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
04/07/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-61,00;TAR MANUT CONTA    06/23;FluxoLifecon5;;;;;
14/07/2023;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);LIFECON PARTICIPAÇÕES LTDA.;0,00;-282033,78;DISTRIBUIÇÃO DE LUCROS;FluxoLifecon5;;;;;
14/07/2023;NORTHSIDE;RECEITA DO ATIVO;RESULTADO DE PARTIC. SOCIETÁRIAS (PAGAR);PRIMEIRO IMÓVEL SERV. ADMIN;0,00;-168406,25;DISTRIBUIÇÃO DE LUCROS;FluxoLifecon5;;;;;
14/07/2023;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;397,95;0,00;REND PAGO APLIC AUT MAIS;FluxoLifecon5;;;;;
14/07/2023;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;112,72;0,00;DOC 001.REST TRIBUTO RFB;FluxoLifecon5;;;;;
14/07/2023;NORTHSIDE;CUSTO DO ATIVO;FORNECIMENTO DE MATERIAL ELÉTRICO;AFER INDUSTRIAL EIRELI;0,00;-9310,12;MATERIAL ELÉTRICO CONTRATO LIDER;FluxoLifecon7;;;;;
14/07/2023;NORTHSIDE;CUSTO DO ATIVO;PROJETOS AMBIENTAIS;IBAMA;0,00;-948,90;TAXA SEMESTRAL IBAMA;FluxoLifecon7;;;;;
14/07/2023;NORTHSIDE;CUSTO DO ATIVO;FORNECIMENTO DE MATERIAL ELÉTRICO;ISOPOWER INDUSTRIA E COMERCIO ;0,00;-2818,92;MATERIAL ELÉTRICO CONTRATO LIDER;FluxoLifecon7;;;;;
14/07/2023;NORTHSIDE;CUSTO DO ATIVO;FORNECIMENTO DE MATERIAL ELÉTRICO;PABOVI INDUSTRIA DE PLASTICOS ;0,00;-11511,20;MATERIAL ELÉTRICO CONTRATO LIDER;FluxoLifecon7;;;;;
14/07/2023;NORTHSIDE;CUSTO DO ATIVO;FORNECIMENTO DE MATERIAL ELÉTRICO;PEDROSO MATERIAIS E FERRAGENS;0,00;-16075,00;MATERIAL ELÉTRICO CONTRATO LIDER;FluxoLifecon7;;;;;
14/07/2023;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (ENTRADA);LIFECON PARTICIPACOES LTDA;282033,78;0,00;TRANSF. ENTRE CONTAS;FluxoLifecon7;;;;;
18/07/2023;NORTHSIDE;CUSTO DO ATIVO;DESPESAS INICIAIS (CALCAMENTO, JARDINAMENTO, LIGACAO DE AGUA E ENERGIA ENTRE OUTROS);BAUER CONSTRUCOES ;0,00;-3500,00;CALÇADAS, PORTÃO E TAPUME - ADIANTAMENTO MED. 1;FluxoLifecon7;;;;;
19/07/2023;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA DE INFORMÁTICA;ESTÚDIO MX;0,00;-1683,95;MENSALIDADE SISTEMA INFORMATICA;FluxoAgata;;;;;
19/07/2023;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (ENTRADA);NORTHSIDE;28995,30;0,00;DEVOLUÇÃO DE APORTE;FluxoAgata;;;;;
19/07/2023;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS ÁGATA (SAIDA);AGATA PARTICIPACOES LTDA;0,00;-28995,30;EMPRÉSTIMO PARA ÁGATA;FluxoLifecon7;;;;;
20/07/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;172,36;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
20/07/2023;BARILOCHE;CUSTO DO ATIVO;TAXAS E IMPOSTOS (ITBI E OUTROS);PREFEITURA MUNICIPAL DE CURITIBA;0,00;-28995,30;ITBI PARA INTEGRALIZACAO DE IMOVEL BARILOCHE;FluxoAgata;;;;;
21/07/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS E CONTRIBUIÇÕES;JUNTA COMERCIAL DO PARANA ;0,00;-118,10;TAXA ALTERAÇÃO CONTRATUAL LIFECON;FluxoLifecon7;;;;;
31/07/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,40;TAR SISPAG TIT OUTRO BCO;FluxoAgata;;;;;
31/07/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,11;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
31/07/2023;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;RAYACON;0,00;-404,00;HONORARIOS CONTABILIDADE MES 07;FluxoAgata;;;;;
31/07/2023;BARILOCHE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;RAYACON;0,00;-4000,00;HONORARIOS CONTABILIDADE E REGULARIZ. PASSADO;FluxoAgata;;;;;
31/07/2023;NORTHSIDE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;RAYACON CONTABILIDADE E CONSUL;0,00;-303,00;HON. CONTABILIDADE MÊS 07;FluxoLifecon7;;;;;
31/07/2023;NORTHSIDE;CUSTO DO ATIVO;DESPESAS INICIAIS (CALCAMENTO, JARDINAMENTO, LIGACAO DE AGUA E ENERGIA ENTRE OUTROS);BAUER CONSTRUCOES ;0,00;-6687,95;CALÇADAS, PORTÃO E TAPUME - MEDIÇÃO 1;FluxoLifecon7;;;;;
31/07/2023;NORTHSIDE;CUSTO DO ATIVO;DESPESAS INICIAIS (CALCAMENTO, JARDINAMENTO, LIGACAO DE AGUA E ENERGIA ENTRE OUTROS);GROOVE INDUSTRIA DE BLOCOS DE ;0,00;-4880,00;MATERIAL EXEC. CALÇADA CONTRATO LUIZ;FluxoLifecon7;;;;;
02/08/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-61,00;TAR MANUT CONTA    06/23;FluxoAgata;;;;;
02/08/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,00;TAR PIX PGTO TRANSF;FluxoAgata;;;;;
02/08/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-61,00;TAR MANUT CONTA    07/23;FluxoLifecon5;;;;;
02/08/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-0,50;TAR PIX PGTO TRANSF;FluxoLifecon5;;;;;
02/08/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-3,00;TAR PIX PGTO TRANSF;FluxoLifecon7;;;;;
02/08/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-4,20;TAR SISPAG TIT OUTRO BCO;FluxoLifecon7;;;;;
02/08/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-61,00;TAR MANUT CONTA    07/23;FluxoLifecon7;;;;;
03/08/2023;ÁGATA;FINANCEIRO;APORTE DE CAPITAL SCP;ABACO INCORPORACOES LTDA;50000,00;0,00;APORTE DE JOSE SILVA;FluxoAgata;;;;;
04/08/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;1,04;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
04/08/2023;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);NORTHSIDE;0,00;-28995,30;DEVOLUCAO LIFECON PARTICIPACOES LTDA;FluxoAgata;;;;;
04/08/2023;NORTHSIDE;ADMINISTRAÇÃO;ASSESSORIA JURÍDICA;EDUARDO MARTINS ALFLEN;0,00;-550,00;HONORÁRIOS ALTERACAO CONTRATO SOCIAL;FluxoLifecon7;;;;;
04/08/2023;NORTHSIDE;CUSTO DO ATIVO;PROJETOS AMBIENTAIS;ZNO - Zildo Nestor De Oliveira - ME;0,00;-7301,53;PLANTIO COMPENSATORIO;FluxoLifecon7;;;;;
04/08/2023;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS AGATA (ENTRADA);AGATA PARTICIPACOES LTDA;28995,30;0,00;APORTE DE CAPITAL SOCIAL;FluxoLifecon7;;;;;
08/08/2023;NORTHSIDE;CUSTO DO ATIVO;PROJETOS AMBIENTAIS;TEREZINHA DE FATIMA PEREIRA DIAS;0,00;-615,00;COMPOSTO ORGANICO PARA PLANTIO DE MUDAS NATIVAS;FluxoLifecon7;;;;;
09/08/2023;NORTHSIDE;CUSTO DO ATIVO;PROJETOS AMBIENTAIS;VIVEIRO ZIMMER LTDA;0,00;-10055,00;MUDAS NATIVAS;FluxoLifecon7;;;;;
15/08/2023;BARILOCHE;CUSTO DO ATIVO;DESPESAS LEGAIS, CARTORIAIS E FUNDIÁRIAS;FUNREJUS;0,00;-2147,80;FUNREJUS PARA INTEGRALIZACAO DE IMOVEL BARILOCHE;FluxoAgata;;;;;
15/08/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,40;TAR SISPAG TIT OUTRO BCO;FluxoAgata;;;;;
15/08/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,09;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
15/08/2023;BARILOCHE;CUSTO DO ATIVO;DESPESAS LEGAIS, CARTORIAIS E FUNDIÁRIAS;SEGUNDO REGISTO DE IMÓVEIS DE CUIRITBA;0,00;-1266,76;TAXA CARTÓRIO PARA INTEGRALIZACAO DE IMOVEL BARILOCHE;FluxoAgata;;;;;
15/08/2023;NORTHSIDE;ADMINISTRAÇÃO;ASSINATURA DIGITAL, CERTIFICAÇÃO;RECEITA FEDERAL ;0,00;-206,91;CARTÃO ASSINATURA EMPRESA;FluxoLifecon7;;;;;
21/08/2023;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA DE INFORMÁTICA;ESTÚDIO MX;0,00;-1603,95;MENSALIDADE SISTEMA INFORMATICA;FluxoAgata;;;;;
21/08/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,08;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
21/08/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;113,79;0,00;PIX TRANSF SECR. D21/08;FluxoAgata;;;;;
21/08/2023;BARILOCHE;CUSTO DO ATIVO;DESPESAS LEGAIS, CARTORIAIS E FUNDIÁRIAS;JUNTA COMERCIAL DO PARANÁ;0,00;-42,60;TAXA PARA INTEGRALIZACAO DE IMOVEL BARILOCHE;FluxoAgata;;;;;
21/08/2023;NORTHSIDE;CUSTO DO ATIVO;DESPESAS INICIAIS (CALCAMENTO, JARDINAMENTO, LIGACAO DE AGUA E ENERGIA ENTRE OUTROS);BAUER CONSTRUCOES ;0,00;-10240,42;CALÇADAS, PORTÃO E TAPUME - MEDIÇÃO 2;FluxoLifecon7;;;;;
21/08/2023;NORTHSIDE;CUSTO DO ATIVO;FORNECIMENTO DE MATERIAL ELÉTRICO;CIMFLEX;0,00;-13647,60;CIMDUTO CORRUGADO CONTRATO LIDER;FluxoLifecon7;;;;;
21/08/2023;NORTHSIDE;CUSTO DO ATIVO;EXECUÇÃO DO SISTEMA DE ELETRIFICAÇÃO;INSTALADORA ELETRICA LIDER LTDA;0,00;-4356,00;ADIANTAMENTO A FORNECEDOR;FluxoLifecon7;;;;;
21/08/2023;NORTHSIDE;CUSTO DO ATIVO;FORNECIMENTO DE MATERIAL ELÉTRICO;JOMAT;0,00;-16665,00;BASE E CAIXA DE CONCRETO CONTRATO LIDER;FluxoLifecon7;;;;;
21/08/2023;NORTHSIDE;CUSTO DO ATIVO;DESPESAS INICIAIS (CALCAMENTO, JARDINAMENTO, LIGACAO DE AGUA E ENERGIA ENTRE OUTROS);MOUTINHO E CIA LTDA;0,00;-870,63;MATERIAL EXEC. CALÇADA CONTRATO LUIZ;FluxoLifecon7;;;;;
21/08/2023;NORTHSIDE;CUSTO DO ATIVO;PROJETOS AMBIENTAIS;TEREZINHA DE FATIMA PEREIRA DIAS;0,00;-1200,00;NPK PARA PLANTIO DE MUDAS NATIVAS;FluxoLifecon7;;;;;
23/08/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,40;TAR SISPAG TIT OUTRO BCO;FluxoAgata;;;;;
23/08/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,03;0,00;REND PAGO APLIC AUT APR;FluxoAgata;;;;;
23/08/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;63,22;0,00;BO  TARIFAS PJ;FluxoAgata;;;;;
23/08/2023;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;RAYACON;0,00;-400,00;HONORARIOS CONTABILIDADE MES 07;FluxoAgata;;;;;
23/08/2023;NORTHSIDE;CUSTO DO ATIVO;IMPOSTOS (ISSQN, IRRF RETIDO FONTE E OUTROS);MUNICIPIO DE NOVO HAMBURGO;0,00;-3148,20;RETENÇÃO DE ISSQN NF LÍDER;FluxoLifecon7;;;;;
23/08/2023;NORTHSIDE;CUSTO DO ATIVO;EXECUÇÃO DO SISTEMA DE ELETRIFICAÇÃO;RECEITA FEDERAL ;0,00;-250,00;MULTA RETENÇÃO DE INSS NF LÍDER;FluxoLifecon7;;;;;
23/08/2023;NORTHSIDE;CUSTO DO ATIVO;IMPOSTOS (ISSQN, IRRF RETIDO FONTE E OUTROS);RECEITA FEDERAL ;0,00;-4399,12;RETENÇÃO DE INSS NF LÍDER;FluxoLifecon7;;;;;
25/08/2023;NORTHSIDE;CUSTO DO ATIVO;DESPESAS INICIAIS (CALCAMENTO, JARDINAMENTO, LIGACAO DE AGUA E ENERGIA ENTRE OUTROS);CAÇULA MATERIAIS PARA CONSTRUCOES LTDA;0,00;-2179,00;TELHA PÓ DE BRITA E AREIA;FluxoLifecon7;;;;;
28/08/2023;NORTHSIDE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;RAYACON CONTABILIDADE E CONSUL;0,00;-1500,00;HON. CONTABILIDADE;FluxoLifecon7;;;;;
28/08/2023;NORTHSIDE;CUSTO DO ATIVO;FORNECIMENTO DE MATERIAL ELÉTRICO;CIMFLEX;0,00;-365,40;TUBO CORRIGADO, TAMPÃO INTERNO;FluxoLifecon7;;;;;
31/08/2023;NORTHSIDE;RECEITA DO ATIVO;COFINS;RECEITA FEDERAL ;0,00;-13544,74;COFINS;FluxoLifecon7;;;;;
31/08/2023;NORTHSIDE;RECEITA DO ATIVO;PIS;RECEITA FEDERAL ;0,00;-2934,69;PIS;FluxoLifecon7;;;;;
01/09/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS E CONTRIBUIÇÕES;RAUL ;0,00;-14,78;ALTERAÇÃO MATRICULA BARILOCHE;FluxoLifecon7;;;;;
01/09/2023;NORTHSIDE;CUSTO DO ATIVO;PLACAS DE OBRAS, SINALIZAÇÃO;TR3;0,00;-550,00;PLACA DE OBRA ;FluxoLifecon7;;;;;
04/09/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-61,00;TAR MANUT CONTA 08/23;FluxoAgata;;;;;
04/09/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-0,50;TAXA PIX;FluxoAgata;;;;;
04/09/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,07;0,00;REND PAGO APLIC AUT APR;FluxoAgata;;;;;
04/09/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-61,00;TAR MANUT CONTA    08/23;FluxoLifecon5;;;;;
04/09/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,40;TAR SISPAG TIT OUTRO BCO;FluxoLifecon7;;;;;
04/09/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-5,00;TAR PIX PGTO TRANSF;FluxoLifecon7;;;;;
04/09/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-5,60;TAR SISPAG TIT OUTRO BCO;FluxoLifecon7;;;;;
04/09/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-61,00;TAR MANUT CONTA 08/23;FluxoLifecon7;;;;;
04/09/2023;NORTHSIDE;CUSTO DO ATIVO;PROJETOS AMBIENTAIS;IBAMA;0,00;-927,48;TAXA IBAMA;FluxoLifecon7;;;;;
04/09/2023;NORTHSIDE;CUSTO DO ATIVO;PROJETOS AMBIENTAIS;ZNO - Zildo Nestor De Oliveira - ME;0,00;-10276,57;PLANTIO COMPENSATORIO, TRANSPLANTE, CERCAMENTO APP;FluxoLifecon7;;;;;
13/09/2023;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (ENTRADA);NORTHSIDE;40000,00;0,00;RECEBIMENTO DE RESULTADO PARA QUITAÇÃO DE PARCEIRO;FluxoAgata;;;;;
13/09/2023;NORTHSIDE;CUSTO DO ATIVO;COMISSÃO/INTERMEDIAÇÃO;SPINDLER ASSESSORIA IMOBILIÁRIA;0,00;-40000,00;PAGAMENTO DE INTERMEDIAÇÃO IMOBILIÁRIA ;FluxoAgata;;;;;
13/09/2023;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS ÁGATA (SAIDA);AGATA PARTICIPACOES LTDA;0,00;-40000,00;PAGAMENTO DE RESULTADO PARA QUITAÇÃO DE PARCEIRO;FluxoLifecon7;;;;;
19/09/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-2,80;TAR SISPAG TIT OUTRO BCO;FluxoAgata;;;;;
19/09/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;1,55;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
19/09/2023;BARILOCHE;CUSTO DO ATIVO;DESPESAS LEGAIS, CARTORIAIS E FUNDIÁRIAS;PREFEITURA MUNICIPAL DE CURITIBA;0,00;-46,57;SISPAG TRIBUTOS;FluxoAgata;;;;;
19/09/2023;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;RAYACON;0,00;-800,00;HONORÁRIOS CONTABILIDADE Bariloche;FluxoAgata;;;;;
19/09/2023;NORTHSIDE;RECEITA DO ATIVO;CSLL IRPJ;RECEITA FEDERAL ;0,00;-870,95;CSLL, DA COFINS E DA CONTRIBUIÇÃO PARA O PIS/PASEP ;FluxoLifecon7;;;;;
20/09/2023;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA DE INFORMÁTICA;ESTÚDIO MX;0,00;-1603,95;MENSALIDADE SISTEMA INFORMATICA;FluxoAgata;;;;;
20/09/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,40;TARIFA;FluxoAgata;;;;;
20/09/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;3,02;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
21/09/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,22;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
21/09/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS E CONTRIBUIÇÕES;REGISTRO DE IMÓVEIS DE ALMIRANTE TAMANDARÉ;0,00;-113,44;MATRÍCULAS TERRENO ALMIRANTE TAMANDARÉ;FluxoAgata;;;;;
26/09/2023;NORTHSIDE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;RAYACON CONTABILIDADE E CONSUL;0,00;-1500,00;MENSALIDADE;FluxoLifecon7;;;;;
02/10/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;12,99;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
02/10/2023;NORTHSIDE;CUSTO DO ATIVO;PROJETOS DE EDIFICAÇÕES;JHULYE MAINARDI CARNIEL;0,00;-5600,00;PROJETO ARQUITETONICO;FluxoAgata;;;;;
02/10/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,40;TAR SISPAG TIT OUTRO BCO;FluxoLifecon7;;;;;
03/10/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-61,00;TAR MANUT CONTA 09/23;FluxoAgata;;;;;
03/10/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-0,50;TARIFA;FluxoAgata;;;;;
03/10/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,14;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
03/10/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-61,00;TAR MANUT CONTA    09/23;FluxoLifecon5;;;;;
03/10/2023;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,35;0,00;REND PAGO APLIC AUT MAIS;FluxoLifecon5;;;;;
03/10/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,50;TAR PIX PGTO TRANSF;FluxoLifecon7;;;;;
03/10/2023;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-61,00;TAR MANUT CONTA    09/23;FluxoLifecon7;;;;;
05/10/2023;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,40;TARIFA;FluxoAgata;;;;;
05/10/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;1,01;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
05/10/2023;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;RAYACON;0,00;-406,66;MENSALIDADE ;FluxoAgata;;;;;
05/10/2023;NORTHSIDE;CUSTO DO ATIVO;DESPESAS INICIAIS (CALCAMENTO, JARDINAMENTO, LIGACAO DE AGUA E ENERGIA ENTRE OUTROS);CAÇULA MATERIAIS PARA CONSTRUCOES LTDA;0,00;-2316,05;TELHA PÓ DE BRITA E AREIA  ( Segunda Parcela );FluxoLifecon7;;;;;
05/10/2023;NORTHSIDE;CUSTO DO ATIVO;DESPESAS INICIAIS (CALCAMENTO, JARDINAMENTO, LIGACAO DE AGUA E ENERGIA ENTRE OUTROS);MUNICIPIO DE NOVO HAMBURGO;0,00;-117,79;DEMARCACAO DE NUMERO PREDIAL;FluxoLifecon7;;;;;
09/10/2023;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA TÉCNICA;DAVID DOMBROSKI KUBITZ;0,00;-3000,00;PRESTAÇÃO DE SERVIÇOS MENSAL DAVID MESES 08 E 09;FluxoAgata;;;;;
09/10/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;7,78;0,00;REND PAGO APLIC AUT MAIS;FluxoAgata;;;;;
10/10/2023;ÁGATA;ADMINISTRAÇÃO;ASSINATURA DIGITAL, CERTIFICAÇÃO;AILOS;0,00;-182,87;AR CERTIFICACAO DIGITAL;FluxoAgata;;;;;
10/10/2023;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,48;0,00;REND PAGO APLIC AUT APR;FluxoAgata;;;;;
